학교명,체험처,점수,학교_위도,학교_경도,체험처_위도,체험처_경도
양덕중학교,카빙앤조이,(0.9502084427738686+0j),36.08420566,129.4071746,36.039332,129.3677169
양덕중학교,카빙앤조이,(0.8973425861571065+0j),36.08420566,129.4071746,36.039332,129.3677169
양덕중학교,카빙앤조이,(0.8983025954891952+0j),36.08420566,129.4071746,36.039332,129.3677169
양덕중학교,카빙앤조이,(0.8884345977404876+0j),36.08420566,129.4071746,36.039332,129.3677169
양덕중학교,카빙앤조이,(0.910863650802755+0j),36.08420566,129.4071746,36.039332,129.3677169
양덕중학교,경상북도보건환경연구원,(0.8714891756704806+0j),36.08420566,129.4071746,35.9526215,128.900975
양덕중학교,뷰티인미용학원(포항캠퍼스),(0.8653552534462914+0j),36.08420566,129.4071746,36.0364215,129.3659694
양덕중학교,카빙앤조이,(0.876549721822343+0j),36.08420566,129.4071746,36.039332,129.3677169
양덕중학교,경상북도보건환경연구원,(0.8739687340390925+0j),36.08420566,129.4071746,35.9526215,128.900975
양덕중학교,카빙앤조이,(0.9031852637289777+0j),36.08420566,129.4071746,36.039332,129.3677169
양덕중학교,카빙앤조이,(0.8753674001818837+0j),36.08420566,129.4071746,36.039332,129.3677169
양덕중학교,카빙앤조이,(0.9150326170407066+0j),36.08420566,129.4071746,36.039332,129.3677169
양학중학교,카빙앤조이,(0.9349052733803411+0j),36.03347484,129.3418898,36.039332,129.3677169
양학중학교,카빙앤조이,(0.8964559286880404+0j),36.03347484,129.3418898,36.039332,129.3677169
양학중학교,경주국립공원사무소,(0.9175511197441505+0j),36.03347484,129.3418898,35.8648046,129.2839017
양학중학교,뷰티인미용학원(포항캠퍼스),(0.8773391363007268+0j),36.03347484,129.3418898,36.0364215,129.3659694
양학중학교,뷰티인미용학원(포항캠퍼스),(0.9306140339723946+0j),36.03347484,129.3418898,36.0364215,129.3659694
양학중학교,뷰티인미용학원(포항캠퍼스),(0.946457030778493+0j),36.03347484,129.3418898,36.0364215,129.3659694
영일중학교,카빙앤조이,(0.9247421128039418+0j),35.99552975,129.3534695,36.039332,129.3677169
영일중학교,카빙앤조이,(0.9195515862478343+0j),35.99552975,129.3534695,36.039332,129.3677169
영일중학교,카빙앤조이,(0.8858900507732582+0j),35.99552975,129.3534695,36.039332,129.3677169
영일중학교,카빙앤조이,(0.90317681225427+0j),35.99552975,129.3534695,36.039332,129.3677169
영일중학교,경상북도보건환경연구원,(0.8699369825072252+0j),35.99552975,129.3534695,35.9526215,128.900975
영일중학교,카빙앤조이,(0.8623359792930587+0j),35.99552975,129.3534695,36.039332,129.3677169
영일중학교,뷰티인미용학원(포항캠퍼스),(0.9101735404902639+0j),35.99552975,129.3534695,36.0364215,129.3659694
영일중학교,카빙앤조이,(0.9179414372872617+0j),35.99552975,129.3534695,36.039332,129.3677169
오천중학교,카빙앤조이,(0.9221124136082759+0j),35.96902488,129.4127922,36.039332,129.3677169
오천중학교,카빙앤조이,(0.9491033484213022+0j),35.96902488,129.4127922,36.039332,129.3677169
오천중학교,스토리움,(0.8760509950059312+0j),35.96902488,129.4127922,36.0122317,129.3377863
오천중학교,경주시청소년수련관,(0.948066375456627+0j),35.96902488,129.4127922,35.8601721,129.1895572
오천중학교,카빙앤조이,(0.8845833475643226+0j),35.96902488,129.4127922,36.039332,129.3677169
오천중학교,카빙앤조이,(0.8738530758516068+0j),35.96902488,129.4127922,36.039332,129.3677169
오천중학교,경주국립공원사무소,(0.9270374517594413+0j),35.96902488,129.4127922,35.8648046,129.2839017
오천중학교,뷰티인미용학원(포항캠퍼스),(0.8513624169016011+0j),35.96902488,129.4127922,36.0364215,129.3659694
유강중학교,카빙앤조이,(0.9249807901697743+0j),36.00900446,129.3181196,36.039332,129.3677169
유강중학교,동리목월문학관,(0.8939863356047175+0j),36.00900446,129.3181196,35.7855363,129.3194854
유강중학교,경주국립공원사무소,(0.8751109372429347+0j),36.00900446,129.3181196,35.8648046,129.2839017
유강중학교,뷰티인미용학원(포항캠퍼스),(0.9155562007049014+0j),36.00900446,129.3181196,36.0364215,129.3659694
유강중학교,카빙앤조이,(0.8872229874079022+0j),36.00900446,129.3181196,36.039332,129.3677169
유강중학교,법무부 청소년 범죄예방위원 경주지역 협의회,(0.9328014968096727+0j),36.00900446,129.3181196,35.8444497,129.2173
